Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2025-02-13,724.9766845703125,725.4145229257568,714.5084061760308,717.9713316181679,12569100
2025-02-14,733.0467529296875,737.2658892402018,722.0511132817282,722.5685751543255,16901200
2025-02-18,712.8465576171875,733.3750946365709,702.9654052178096,732.3800130970368,21938700
2025-02-19,700.30859375,703.5226878675882,691.9698051227019,700.6369269472729,17535500
2025-02-20,691.4224243164062,702.1593313419692,690.2283144244507,693.8504254939003,12587400
2025-02-21,680.18798828125,700.4080528713276,679.0038387952945,693.1539301625503,15660400
2025-02-24,664.8438720703125,683.8897484077801,659.1918158891808,682.9046273446285,15677000
2025-02-25,654.26611328125,664.7144694629277,638.703023401866,662.6944247816905,20579700
2025-02-26,670.386474609375,679.6506817176414,654.763681609393,656.4055905153153,14488700
2025-02-27,655.0025024414062,685.2629678985895,654.3358147754243,679.0934498337167,12500000
2025-02-28,664.9135131835938,666.3364725318584,639.4393887052988,654.8034504822056,17534200
2025-03-03,651.8281860351562,677.8993359462462,647.6389313945824,670.3665609910959,10843800
2025-03-04,636.8521118164062,646.5541557073593,620.5825548163266,642.3350201841677,21495200
2025-03-05,653.2411499023438,656.256276123591,634.523668550264,637.847267619745,13770000
2025-03-06,624.8416137695312,647.3603163884869,621.0403945748483,644.8129097915485,13446500
2025-03-07,622.582763671875,631.6678640718745,597.6559802759192,622.2942118555259,21375700
2025-03-10,595.048828125,607.109212093194,583.9835257431913,605.0792675215534,21999900
2025-03-11,602.7308959960938,611.9055191678449,590.4117809661785,592.1232921602733,17401500
2025-03-12,616.5127563476562,630.2150494744315,606.352951302888,626.801926859784,15747000
2025-03-13,587.7349243164062,617.4480419437915,583.625233054342,617.1992715803975,16480300
2025-03-14,605.1494140625,606.4043419789234,592.381172955088,600.3687854957838,12364500
2025-03-17,602.4603881835938,610.6272679434014,595.5881924170304,605.01006095703,15473900
2025-03-18,580.01123046875,597.8290917063831,572.34227369431,597.6298861819188,20297700
2025-03-19,581.7044067382812,589.9311027976759,572.4518964146898,581.9235510596104,20537500
2025-03-20,583.6365356445312,607.7389439842362,577.172720940167,580.4096129893901,24336500
